,Id,Name,Determined Formula,Determined Charge,Previous Formula,Previous Charge,Inferrence Type,Reasoning,Used Databases,Previous Databases,Similarity
541,M_for_p,Formate,CHO2,-1,CHO2,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00047, metanetx.chemical:MNXM39","seed.compound:cpd00047, metanetx.chemical:MNXM39","seed.compound:cpd00047, metanetx.chemical:MNXM39",Same
542,M_forcoa_c,Formyl-CoA(4-),C22H32N7O17P3S,-4,C22H32N7O17P3S,-4,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM738242, seed.compound:cpd00592","metanetx.chemical:MNXM738242, seed.compound:cpd00592","metanetx.chemical:MNXM738242, seed.compound:cpd00592",Same
543,M_forglu_c,N-Formimidoyl-L-glutamate,C6H9N2O4,-1,C6H9N2O4,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM496, seed.compound:cpd00344","metanetx.chemical:MNXM496, seed.compound:cpd00344","metanetx.chemical:MNXM496, seed.compound:cpd00344",Same
544,M_fprica_c,5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,C10H13N4O9P,-2,C10H13N4O9P,-2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1104518, seed.compound:cpd02884","metanetx.chemical:MNXM1104518, seed.compound:cpd02884","metanetx.chemical:MNXM1104518, seed.compound:cpd02884",Same
545,M_frmd_c,Formamide,CH3NO,0,CH3NO,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00378, metanetx.chemical:MNXM1231","seed.compound:cpd00378, metanetx.chemical:MNXM1231","seed.compound:cpd00378, metanetx.chemical:MNXM1231",Same
546,M_fum_c,Fumarate,C4H2O4,-2,C4H2O4,-2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM737340, seed.compound:cpd00106","metanetx.chemical:MNXM737340, seed.compound:cpd00106","metanetx.chemical:MNXM737340, seed.compound:cpd00106",Same
547,M_fum_e,Fumarate,C4H2O4,-2,C4H2O4,-2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM737340, seed.compound:cpd00106","metanetx.chemical:MNXM737340, seed.compound:cpd00106","metanetx.chemical:MNXM737340, seed.compound:cpd00106",Same
548,M_fum_p,Fumarate,C4H2O4,-2,C4H2O4,-2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM737340, seed.compound:cpd00106","metanetx.chemical:MNXM737340, seed.compound:cpd00106","metanetx.chemical:MNXM737340, seed.compound:cpd00106",Same
549,M_gcald_c,Glycolaldehyde,C2H4O2,0,C2H4O2,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM734590, seed.compound:cpd00229","metanetx.chemical:MNXM734590, seed.compound:cpd00229","metanetx.chemical:MNXM734590, seed.compound:cpd00229",Same
550,M_gcald_e,Glycolaldehyde,C2H4O2,0,C2H4O2,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM734590, seed.compound:cpd00229","metanetx.chemical:MNXM734590, seed.compound:cpd00229","metanetx.chemical:MNXM734590, seed.compound:cpd00229",Same
551,M_glcn__D_c,D Gluconate C6H11O7,C6H11O7,-1,C6H11O7,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00222, metanetx.chemical:MNXM341","seed.compound:cpd00222, metanetx.chemical:MNXM341","seed.compound:cpd00222, metanetx.chemical:MNXM341",Same
552,M_glcn__D_e,D Gluconate C6H11O7,C6H11O7,-1,C6H11O7,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00222, metanetx.chemical:MNXM341","seed.compound:cpd00222, metanetx.chemical:MNXM341","seed.compound:cpd00222, metanetx.chemical:MNXM341",Same
553,M_glcn_c,D-Gluconate,C6H11O7,-1,C6H11O7,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00222, metanetx.chemical:MNXM341","seed.compound:cpd00222, metanetx.chemical:MNXM341","seed.compound:cpd00222, metanetx.chemical:MNXM341",Same
554,M_glcn_e,D-Gluconate,C6H11O7,-1,C6H11O7,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00222, metanetx.chemical:MNXM341","seed.compound:cpd00222, metanetx.chemical:MNXM341","seed.compound:cpd00222, metanetx.chemical:MNXM341",Same
555,M_glcn_p,D-Gluconate,C6H11O7,-1,C6H11O7,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00222, metanetx.chemical:MNXM341","seed.compound:cpd00222, metanetx.chemical:MNXM341","seed.compound:cpd00222, metanetx.chemical:MNXM341",Same
556,M_glcur_c,D-Glucuronate,C6H9O7,-1,C6H9O7,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1105765, seed.compound:cpd00164","metanetx.chemical:MNXM1105765, seed.compound:cpd00164","metanetx.chemical:MNXM1105765, seed.compound:cpd00164",Same
557,M_glcur_e,D-Glucuronate,C6H9O7,-1,C6H9O7,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1105765, seed.compound:cpd00164","metanetx.chemical:MNXM1105765, seed.compound:cpd00164","metanetx.chemical:MNXM1105765, seed.compound:cpd00164",Same
558,M_glcur_p,D-Glucuronate,C6H9O7,-1,C6H9O7,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1105765, seed.compound:cpd00164","metanetx.chemical:MNXM1105765, seed.compound:cpd00164","metanetx.chemical:MNXM1105765, seed.compound:cpd00164",Same
559,M_glu1sa_c,L-Glutamate 1-semialdehyde,C5H9NO3,0,C5H9NO3,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1453, seed.compound:cpd02345","metanetx.chemical:MNXM1453, seed.compound:cpd02345","metanetx.chemical:MNXM1453, seed.compound:cpd02345",Same
560,M_glu5p_c,L-Glutamate 5-phosphate,C5H8NO7P,-2,C5H8NO7P,-2,Clean,"unconstrained Target & Adherence & seed.compound:cpd02097, metanetx.chemical:MNXM1280","seed.compound:cpd02097, metanetx.chemical:MNXM1280","seed.compound:cpd02097, metanetx.chemical:MNXM1280",Same
561,M_glu__D_c,D-Glutamate,C5H8NO4,-1,C5H8NO4,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM331, seed.compound:cpd00186","metanetx.chemical:MNXM331, seed.compound:cpd00186","metanetx.chemical:MNXM331, seed.compound:cpd00186",Same
562,M_glutar_c,Glutarate,C5H6O4,-2,C5H6O4,-2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1021, seed.compound:cpd00379","metanetx.chemical:MNXM1021, seed.compound:cpd00379","metanetx.chemical:MNXM1021, seed.compound:cpd00379",Same
563,M_glx_c,Glyoxylate,C2HO3,-1,C2HO3,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM69, seed.compound:cpd00040","metanetx.chemical:MNXM69, seed.compound:cpd00040","metanetx.chemical:MNXM69, seed.compound:cpd00040",Same
564,M_gly_c,Glycine,C2H5NO2,0,C2H5NO2,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM29, seed.compound:cpd00033","metanetx.chemical:MNXM29, seed.compound:cpd00033","metanetx.chemical:MNXM29, seed.compound:cpd00033",Same
565,M_gly_e,Glycine,C2H5NO2,0,C2H5NO2,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM29, seed.compound:cpd00033","metanetx.chemical:MNXM29, seed.compound:cpd00033","metanetx.chemical:MNXM29, seed.compound:cpd00033",Same
566,M_glyald_c,D-Glyceraldehyde,C3H6O3,0,C3H6O3,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00448, metanetx.chemical:MNXM435","seed.compound:cpd00448, metanetx.chemical:MNXM435","seed.compound:cpd00448, metanetx.chemical:MNXM435",Same
567,M_glyald_e,D-Glyceraldehyde,C3H6O3,0,C3H6O3,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00448, metanetx.chemical:MNXM435","seed.compound:cpd00448, metanetx.chemical:MNXM435","seed.compound:cpd00448, metanetx.chemical:MNXM435",Same
568,M_glyb_c,Glycine betaine,C5H11NO2,0,C5H11NO2,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM289, seed.compound:cpd00540","metanetx.chemical:MNXM289, seed.compound:cpd00540","metanetx.chemical:MNXM289, seed.compound:cpd00540",Same
569,M_glyb_e,Glycine betaine,C5H11NO2,0,C5H11NO2,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM289, seed.compound:cpd00540","metanetx.chemical:MNXM289, seed.compound:cpd00540","metanetx.chemical:MNXM289, seed.compound:cpd00540",Same
570,M_glyb_p,Glycine betaine,C5H11NO2,0,C5H11NO2,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM289, seed.compound:cpd00540","metanetx.chemical:MNXM289, seed.compound:cpd00540","metanetx.chemical:MNXM289, seed.compound:cpd00540",Same
571,M_glyc3p_c,Glycerol 3-phosphate,C3H7O6P,-2,C3H7O6P,-2,Clean,"unconstrained Target & Adherence & seed.compound:cpd00080, metanetx.chemical:MNXM66","seed.compound:cpd00080, metanetx.chemical:MNXM66","seed.compound:cpd00080, metanetx.chemical:MNXM66",Same
572,M_glyc3p_e,Glycerol 3-phosphate,C3H7O6P,-2,C3H7O6P,-2,Clean,"unconstrained Target & Adherence & seed.compound:cpd00080, metanetx.chemical:MNXM66","seed.compound:cpd00080, metanetx.chemical:MNXM66","seed.compound:cpd00080, metanetx.chemical:MNXM66",Same
573,M_glyc__R_c,(R)-Glycerate,C3H5O4,-1,C3H5O4,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00223, metanetx.chemical:MNXM732052","seed.compound:cpd00223, metanetx.chemical:MNXM732052","seed.compound:cpd00223, metanetx.chemical:MNXM732052",Same
574,M_glyc_c,Glycerol,C3H8O3,0,C3H8O3,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM89612, seed.compound:cpd00100","metanetx.chemical:MNXM89612, seed.compound:cpd00100","metanetx.chemical:MNXM89612, seed.compound:cpd00100",Same
575,M_glyc_e,Glycerol,C3H8O3,0,C3H8O3,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM89612, seed.compound:cpd00100","metanetx.chemical:MNXM89612, seed.compound:cpd00100","metanetx.chemical:MNXM89612, seed.compound:cpd00100",Same
576,M_glyc_p,Glycerol,C3H8O3,0,C3H8O3,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM89612, seed.compound:cpd00100","metanetx.chemical:MNXM89612, seed.compound:cpd00100","metanetx.chemical:MNXM89612, seed.compound:cpd00100",Same
577,M_glygly_c,Glycylglycine C4H8N2O3,C4H8N2O3,0,C4H8N2O3,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd01391, metanetx.chemical:MNXM727715","seed.compound:cpd01391, metanetx.chemical:MNXM727715","seed.compound:cpd01391, metanetx.chemical:MNXM727715",Same
578,M_glygly_e,Glycylglycine C4H8N2O3,C4H8N2O3,0,C4H8N2O3,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd01391, metanetx.chemical:MNXM727715","seed.compound:cpd01391, metanetx.chemical:MNXM727715","seed.compound:cpd01391, metanetx.chemical:MNXM727715",Same
579,M_glygly_p,Glycylglycine C4H8N2O3,C4H8N2O3,0,C4H8N2O3,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd01391, metanetx.chemical:MNXM727715","seed.compound:cpd01391, metanetx.chemical:MNXM727715","seed.compound:cpd01391, metanetx.chemical:MNXM727715",Same
580,M_gthrd_c,Reduced glutathione,C10H16N3O6S,-1,C10H16N3O6S,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM490899, seed.compound:cpd00042","metanetx.chemical:MNXM490899, seed.compound:cpd00042","metanetx.chemical:MNXM490899, seed.compound:cpd00042",Same
581,M_gthrd_e,Reduced glutathione,C10H16N3O6S,-1,C10H16N3O6S,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM490899, seed.compound:cpd00042","metanetx.chemical:MNXM490899, seed.compound:cpd00042","metanetx.chemical:MNXM490899, seed.compound:cpd00042",Same
582,M_gthrd_p,Reduced glutathione,C10H16N3O6S,-1,C10H16N3O6S,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM490899, seed.compound:cpd00042","metanetx.chemical:MNXM490899, seed.compound:cpd00042","metanetx.chemical:MNXM490899, seed.compound:cpd00042",Same
583,M_h2o2_c,Hydrogen peroxide,H2O2,0,H2O2,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00025, metanetx.chemical:MNXM732620","seed.compound:cpd00025, metanetx.chemical:MNXM732620","seed.compound:cpd00025, metanetx.chemical:MNXM732620",Same
584,M_h2o2_e,Hydrogen peroxide,H2O2,0,H2O2,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00025, metanetx.chemical:MNXM732620","seed.compound:cpd00025, metanetx.chemical:MNXM732620","seed.compound:cpd00025, metanetx.chemical:MNXM732620",Same
585,M_h2o2_p,Hydrogen peroxide,H2O2,0,H2O2,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00025, metanetx.chemical:MNXM732620","seed.compound:cpd00025, metanetx.chemical:MNXM732620","seed.compound:cpd00025, metanetx.chemical:MNXM732620",Same
586,M_h2o_c,H2O H2O,H2O,0,H2O,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00001, seed.compound:cpd15275","seed.compound:cpd00001, seed.compound:cpd15275","seed.compound:cpd00001, seed.compound:cpd15275",Same
587,M_h2o_e,H2O H2O,H2O,0,H2O,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00001, seed.compound:cpd15275","seed.compound:cpd00001, seed.compound:cpd15275","seed.compound:cpd00001, seed.compound:cpd15275",Same
588,M_h2o_p,H2O H2O,H2O,0,H2O,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00001, seed.compound:cpd15275","seed.compound:cpd00001, seed.compound:cpd15275","seed.compound:cpd00001, seed.compound:cpd15275",Same
589,M_h_c,H+,H,1,H,1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1, seed.compound:cpd00067","metanetx.chemical:MNXM1, seed.compound:cpd00067","metanetx.chemical:MNXM1, seed.compound:cpd00067",Same
590,M_h_e,H+,H,1,H,1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1, seed.compound:cpd00067","metanetx.chemical:MNXM1, seed.compound:cpd00067","metanetx.chemical:MNXM1, seed.compound:cpd00067",Same
591,M_h_p,H+,H,1,H,1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1, seed.compound:cpd00067","metanetx.chemical:MNXM1, seed.compound:cpd00067","metanetx.chemical:MNXM1, seed.compound:cpd00067",Same
592,M_hco3_c,Bicarbonate,CHO3,-1,CHO3,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00242, metanetx.chemical:MNXM60","seed.compound:cpd00242, metanetx.chemical:MNXM60","seed.compound:cpd00242, metanetx.chemical:MNXM60",Same
593,M_hdca_c,Hexadecanoate (n-C16:0),C16H31O2,-1,C16H31O2,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM108, seed.compound:cpd00214","metanetx.chemical:MNXM108, seed.compound:cpd00214","metanetx.chemical:MNXM108, seed.compound:cpd00214",Same
594,M_hdca_e,Hexadecanoate (n-C16:0),C16H31O2,-1,C16H31O2,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM108, seed.compound:cpd00214","metanetx.chemical:MNXM108, seed.compound:cpd00214","metanetx.chemical:MNXM108, seed.compound:cpd00214",Same
595,M_hdca_p,Hexadecanoate (n-C16:0),C16H31O2,-1,C16H31O2,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM108, seed.compound:cpd00214","metanetx.chemical:MNXM108, seed.compound:cpd00214","metanetx.chemical:MNXM108, seed.compound:cpd00214",Same
596,M_hg2_c,Mercury  charged 2  Hg,Hg,2,Hg,2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1562, seed.compound:cpd00531","metanetx.chemical:MNXM1562, seed.compound:cpd00531","metanetx.chemical:MNXM1562, seed.compound:cpd00531",Same
597,M_hg2_p,Mercury  charged 2  Hg,Hg,2,Hg,2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1562, seed.compound:cpd00531","metanetx.chemical:MNXM1562, seed.compound:cpd00531","metanetx.chemical:MNXM1562, seed.compound:cpd00531",Same
598,M_hisp_c,L-Histidinol phosphate,C6H11N3O4P,-1,C6H11N3O4P,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00807, metanetx.chemical:MNXM1482","seed.compound:cpd00807, metanetx.chemical:MNXM1482","seed.compound:cpd00807, metanetx.chemical:MNXM1482",Same
599,M_histd_c,L-Histidinol,C6H12N3O,1,C6H12N3O,1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00641, metanetx.chemical:MNXM1281","seed.compound:cpd00641, metanetx.chemical:MNXM1281","seed.compound:cpd00641, metanetx.chemical:MNXM1281",Same
600,M_hmbil_c,Hydroxymethylbilane,C40H38N4O17,-8,C40H38N4O17,-8,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM547, seed.compound:cpd00755","metanetx.chemical:MNXM547, seed.compound:cpd00755","metanetx.chemical:MNXM547, seed.compound:cpd00755",Same
601,M_hom__L_c,L-Homoserine,C4H9NO3,0,C4H9NO3,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM353, seed.compound:cpd00227","metanetx.chemical:MNXM353, seed.compound:cpd00227","metanetx.chemical:MNXM353, seed.compound:cpd00227",Same
602,M_hpglu_c,Tetrahydropteroyltri L glutamate C24H34N8O12,C29H33N9O12,-4,C29H33N9O12,-4,Clean,"unconstrained Target & Adherence & seed.compound:cpd02555, seed.compound:cpd23695","seed.compound:cpd02555, seed.compound:cpd23695","seed.compound:cpd02555, seed.compound:cpd23695",Same
603,M_hpyr_c,Hydroxypyruvate,C3H3O4,-1,C3H3O4,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM392, seed.compound:cpd00145","metanetx.chemical:MNXM392, seed.compound:cpd00145","metanetx.chemical:MNXM392, seed.compound:cpd00145",Same
604,M_hxa_c,Hexanoate (n-C6:0),C6H11O2,-1,C6H11O2,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd01113, metanetx.chemical:MNXM1653","seed.compound:cpd01113, metanetx.chemical:MNXM1653","seed.compound:cpd01113, metanetx.chemical:MNXM1653",Same
605,M_hxa_e,Hexanoate (n-C6:0),C6H11O2,-1,C6H11O2,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd01113, metanetx.chemical:MNXM1653","seed.compound:cpd01113, metanetx.chemical:MNXM1653","seed.compound:cpd01113, metanetx.chemical:MNXM1653",Same
606,M_hxa_p,Hexanoate (n-C6:0),C6H11O2,-1,C6H11O2,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd01113, metanetx.chemical:MNXM1653","seed.compound:cpd01113, metanetx.chemical:MNXM1653","seed.compound:cpd01113, metanetx.chemical:MNXM1653",Same
607,M_ichor_c,Isochorismate,C10H8O6,-2,C10H8O6,-2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM799, seed.compound:cpd00658","metanetx.chemical:MNXM799, seed.compound:cpd00658","metanetx.chemical:MNXM799, seed.compound:cpd00658",Same
608,M_icit_c,Isocitrate,C6H5O7,-3,C6H5O7,-3,Clean,"unconstrained Target & Adherence & seed.compound:cpd00260, metanetx.chemical:MNXM89661","seed.compound:cpd00260, metanetx.chemical:MNXM89661","seed.compound:cpd00260, metanetx.chemical:MNXM89661",Same
609,M_ile__L_c,L-Isoleucine,C6H13NO2,0,C6H13NO2,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM728337, seed.compound:cpd00322","metanetx.chemical:MNXM728337, seed.compound:cpd00322","metanetx.chemical:MNXM728337, seed.compound:cpd00322",Same
610,M_ile__L_e,L-Isoleucine,C6H13NO2,0,C6H13NO2,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM728337, seed.compound:cpd00322","metanetx.chemical:MNXM728337, seed.compound:cpd00322","metanetx.chemical:MNXM728337, seed.compound:cpd00322",Same
611,M_imacp_c,3-(Imidazol-4-yl)-2-oxopropyl phosphate,C6H7N2O5P,-2,C6H7N2O5P,-2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1456, seed.compound:cpd00930","metanetx.chemical:MNXM1456, seed.compound:cpd00930","metanetx.chemical:MNXM1456, seed.compound:cpd00930",Same
612,M_indole_c,Indole,C8H7N,0,C8H7N,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00359, metanetx.chemical:MNXM735090","seed.compound:cpd00359, metanetx.chemical:MNXM735090","seed.compound:cpd00359, metanetx.chemical:MNXM735090",Same
613,M_k_c,Potassium,K,1,K,1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00205, metanetx.chemical:MNXM95","seed.compound:cpd00205, metanetx.chemical:MNXM95","seed.compound:cpd00205, metanetx.chemical:MNXM95",Same
614,M_k_e,Potassium,K,1,K,1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00205, metanetx.chemical:MNXM95","seed.compound:cpd00205, metanetx.chemical:MNXM95","seed.compound:cpd00205, metanetx.chemical:MNXM95",Same
615,M_k_p,Potassium,K,1,K,1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00205, metanetx.chemical:MNXM95","seed.compound:cpd00205, metanetx.chemical:MNXM95","seed.compound:cpd00205, metanetx.chemical:MNXM95",Same
616,M_lpam_c,Lipoamide C8H15NOS2,C8H15NOS2,0,C8H15NOS2,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00213, metanetx.chemical:MNXM1024","seed.compound:cpd00213, metanetx.chemical:MNXM1024","seed.compound:cpd00213, metanetx.chemical:MNXM1024",Same
617,M_mal__L_c,L-Malate,C4H4O5,-2,C4H4O5,-2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1107192, seed.compound:cpd00130","metanetx.chemical:MNXM1107192, seed.compound:cpd00130","metanetx.chemical:MNXM1107192, seed.compound:cpd00130",Same
618,M_mal__L_e,L-Malate,C4H4O5,-2,C4H4O5,-2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1107192, seed.compound:cpd00130","metanetx.chemical:MNXM1107192, seed.compound:cpd00130","metanetx.chemical:MNXM1107192, seed.compound:cpd00130",Same
619,M_mal__L_p,L-Malate,C4H4O5,-2,C4H4O5,-2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1107192, seed.compound:cpd00130","metanetx.chemical:MNXM1107192, seed.compound:cpd00130","metanetx.chemical:MNXM1107192, seed.compound:cpd00130",Same
620,M_malthp_c,Maltoheptaose,C42H72O36,0,C42H72O36,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM730820, seed.compound:cpd15494","metanetx.chemical:MNXM730820, seed.compound:cpd15494","metanetx.chemical:MNXM730820, seed.compound:cpd15494",Same
621,M_malthx_c,Maltohexaose,C36H62O31,0,C36H62O31,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd01329, metanetx.chemical:MNXM728029","seed.compound:cpd01329, metanetx.chemical:MNXM728029","seed.compound:cpd01329, metanetx.chemical:MNXM728029",Same
622,M_maltpt_c,Maltopentaose,C30H52O26,0,C30H52O26,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM729590, seed.compound:cpd15495","metanetx.chemical:MNXM729590, seed.compound:cpd15495","metanetx.chemical:MNXM729590, seed.compound:cpd15495",Same
623,M_malttr_c,Maltotriose C18H32O16,C18H32O16,0,C18H32O16,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd01262, metanetx.chemical:MNXM736635","seed.compound:cpd01262, metanetx.chemical:MNXM736635","seed.compound:cpd01262, metanetx.chemical:MNXM736635",Same
624,M_mcbtt_c,Mycobactin T,C47H77N5O10,0,C47H77N5O10,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd15972, metanetx.chemical:MNXM62700","seed.compound:cpd15972, metanetx.chemical:MNXM62700","seed.compound:cpd15972, metanetx.chemical:MNXM62700",Same
625,M_melib_c,Melibiose C12H22O11,C12H22O11,0,C12H22O11,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1103965, metanetx.chemical:MNXM1103964","metanetx.chemical:MNXM1103965, metanetx.chemical:MNXM1103964","metanetx.chemical:MNXM1103965, metanetx.chemical:MNXM1103964",Same
626,M_melib_p,Melibiose C12H22O11,C12H22O11,0,C12H22O11,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1103965, metanetx.chemical:MNXM1103964","metanetx.chemical:MNXM1103965, metanetx.chemical:MNXM1103964","metanetx.chemical:MNXM1103965, metanetx.chemical:MNXM1103964",Same
627,M_met__D_c,D-Methionine,C5H11NO2S,0,C5H11NO2S,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00637, metanetx.chemical:MNXM1275","seed.compound:cpd00637, metanetx.chemical:MNXM1275","seed.compound:cpd00637, metanetx.chemical:MNXM1275",Same
628,M_met__D_e,D-Methionine,C5H11NO2S,0,C5H11NO2S,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00637, metanetx.chemical:MNXM1275","seed.compound:cpd00637, metanetx.chemical:MNXM1275","seed.compound:cpd00637, metanetx.chemical:MNXM1275",Same
629,M_methf_c,"5,10-Methenyltetrahydrofolate",C20H20N7O6,-1,C20H20N7O6,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM511, seed.compound:cpd00347","metanetx.chemical:MNXM511, seed.compound:cpd00347","metanetx.chemical:MNXM511, seed.compound:cpd00347",Same
630,M_mg2_c,Magnesium,Mg,2,Mg,2,Clean,"unconstrained Target & Adherence & seed.compound:cpd00254, metanetx.chemical:MNXM653","seed.compound:cpd00254, metanetx.chemical:MNXM653","seed.compound:cpd00254, metanetx.chemical:MNXM653",Same
631,M_mg2_e,Magnesium,Mg,2,Mg,2,Clean,"unconstrained Target & Adherence & seed.compound:cpd00254, metanetx.chemical:MNXM653","seed.compound:cpd00254, metanetx.chemical:MNXM653","seed.compound:cpd00254, metanetx.chemical:MNXM653",Same
632,M_mg2_p,Magnesium,Mg,2,Mg,2,Clean,"unconstrained Target & Adherence & seed.compound:cpd00254, metanetx.chemical:MNXM653","seed.compound:cpd00254, metanetx.chemical:MNXM653","seed.compound:cpd00254, metanetx.chemical:MNXM653",Same
633,M_mnl_e,D-Mannitol,C6H14O6,0,C6H14O6,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1104590, seed.compound:cpd00314","metanetx.chemical:MNXM1104590, seed.compound:cpd00314","metanetx.chemical:MNXM1104590, seed.compound:cpd00314",Same
634,M_mobd_c,Molybdate,MoO4,-2,MoO4,-2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM726092, seed.compound:cpd11574","metanetx.chemical:MNXM726092, seed.compound:cpd11574","metanetx.chemical:MNXM726092, seed.compound:cpd11574",Same
635,M_mobd_e,Molybdate,MoO4,-2,MoO4,-2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM726092, seed.compound:cpd11574","metanetx.chemical:MNXM726092, seed.compound:cpd11574","metanetx.chemical:MNXM726092, seed.compound:cpd11574",Same
636,M_mql7_c,Menaquinol 7 C46H66O2,C46H66O2,0,C46H66O2,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd23255, metanetx.chemical:MNXM12233","seed.compound:cpd23255, metanetx.chemical:MNXM12233","seed.compound:cpd23255, metanetx.chemical:MNXM12233",Same
637,M_mql8_c,Menaquinol 8,C51H74O2,0,C51H74O2,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM223, seed.compound:cpd15499","metanetx.chemical:MNXM223, seed.compound:cpd15499","metanetx.chemical:MNXM223, seed.compound:cpd15499",Same
